category,file,duration_sec,n_onsets,onsets_per_sec
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉpÉgRUNÅIÇΩÇ‹RUNÅI/patoran.mp3,159.41,342,2.1454
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉAÉãÉJÉfÉBÉA/arcadia.mp3,106.68,325,3.0464
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆâÃéæïó!Ç©ÇÈÇΩÉNÉCÅ[ÉìÇ¢ÇÎÇÕ/iroha.mp3,133.97,575,4.292
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/SuisaiCandy/SuisaiCandy.mp3,90.46,393,4.3444
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LoveHalation/LoveHalation.mp3,114.0,174,1.5263
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/kurorekisi/kurorekisi.mp3,103.59,174,1.6797
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Åôì¯êFÉçÉbÉNÉìÉçÅ[ÉãÅÙ/Åôì¯êFÉçÉbÉNÉìÉçÅ[ÉãÅÙ.mp3,121.98,211,1.7298
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Begining Moment/Beginning Moment.mp3,95.71,319,3.3329
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇÁÇ‘ÇÁÇ‘ÅôÇÍÇ⁄ÇÈÅ[ÇµÇÂÇÒÇ»Ç§ÅI/ÇÁÇ‘ÇÁÇ‘ÅôÇÍÇ⁄ÇÈÅ[ÇµÇÂÇÒÇ»Ç§ÅI.ogg,92.2,419,4.5444
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/èâóˆÉÅÉçÉìKiss Ex/hatsukoi.mp3,117.05,512,4.374
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/128Å„e980/128Å„e980.mp3,117.86,201,1.7053
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/kiss me kiss to you/kiss me kiss to you.mp3,100.53,355,3.5312
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Real/horizont_Real.mp3,216.87,518,2.3885
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Dear you/Dear you.mp3,137.46,381,2.7718
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç†ÇΩÇµÇÁÇµÇ≠ÅI/Ç†ÇΩÇµÇÁÇµÇ≠ÅI.mp3,87.76,248,2.8259
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇÕÅEÇøÅEÇ€ÅEÇø/ÇÕÅEÇøÅEÇ€ÅEÇø.mp3,103.77,118,1.1371
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/FairyJoke/FairyJoke.mp3,118.86,479,4.03
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/tukisome/tukisome.mp3,141.01,712,5.0493
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Graceful Anomaly Ex/Graceful Anomaly.mp3,103.05,413,4.0076
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/tokinosenka/tokinosenka.mp3,92.8,364,3.9224
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Red.by full metal jacket/Red. by full metal jacket.mp3,123.66,245,1.9812
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/evas/evas.mp3,104.49,326,3.1199
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/otogelove/otogelove.mp3,127.92,378,2.9549
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉAÉ}ÉIÉg/ÉAÉ}ÉIÉg.mp3,125.62,377,3.001
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñÉèèàﬂÅiã‡ï¸ÅjÇÕëÂïœÇ»ÉlÉ^ÉoÉåÇÇﬁÅ[ÇøÇÂÇœÅ[/mu-tyopa-.mp3,121.47,154,1.2678
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ètÇÃózEx/ètÇÃóz.ogg,93.31,356,3.8153
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Aisaika/Aisaika.mp3,100.08,455,4.5466
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/MeltyMoment/MeltyMoment.mp3,109.87,261,2.3755
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Rolling StarÅôúc/Rolling Star.mp3,124.92,542,4.3388
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Lilith/Lilith.mp3,150.05,470,3.1323
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/éûâJDictionary -éûâJDEATH-/sigure.mp3,124.36,282,2.2677
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/rockRollEx/rockRollEx.mp3,121.98,211,1.7298
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉâÉuÉâÉuÅôà§èÓêÈåæÅI/ÉâÉuÉâÉuÅôà§èÓêÈåæ.ogg,111.09,303,2.7275
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Star feat.Gameloid/Star feat.Gameloid.mp3,117.88,249,2.1123
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/à∫‡£ÇÃñAñóÇ™î@Ç≠/SennoHatou.mp3,95.01,390,4.1049
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/franmusicroom/franmusicroom.mp3,176.76,679,3.8414
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/íjé›Dictionary/dansyakuDictionary.mp3,108.19,269,2.4864
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/â‘ë©/â‘ë©.mp3,113.58,444,3.9091
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/èIññÇÃÉtÉâÉNÉ^Éã/èIññÇÃÉtÉâÉNÉ^Éã.mp3,117.03,218,1.8628
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Princess Roki/Princess Roki.mp3,110.2,280,2.5409
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉcÉìÉfÉåcafeÇ÷ÇÊÇ§Ç±ÇªÅô/ÉcÉìÉfÉåcafeÇ÷ÇÊÇ§Ç±ÇªÅô.mp3,123.7,328,2.6515
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇÕÇ»É}ÉãÉbÅI Ex/hanademo_01.mp3,87.04,361,4.1475
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñ≤Ç…Ç¬Ç¢Çƒ TYPE C/ñ≤Ç…Ç¬Ç¢Çƒ TYPE C.mp3,100.19,118,1.1777
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/In The Ruins/In The Ruins.mp3,115.16,527,4.5762
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Focus love/Focus love.mp3,97.96,379,3.869
ddr_beatmap,"/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Pure Love, True Love/Pure Love, True Love.mp3",97.83,328,3.3528
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Twinkle Star Sweetie Star/Twinkle Star Sweetie Star.mp3,93.96,372,3.959
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/HEAT-BIT-HIT-BEAT/HEAT-BIT-HIT-BEAT.mp3,122.28,38,0.3108
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñ≈ñSìVégÅıÇ…Ç±Ç´Ç„Ç¡Ç“ÇÒ/ñ≈ñSìVégÅıÇ…Ç±Ç´Ç„Ç¡Ç“ÇÒ.mp3,114.3,481,4.2082
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Mynarco/Mynarco.mp3,107.9,381,3.5311
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Eternal Recurrence/Eternal Recurrence.mp3,118.07,475,4.0229
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç“Ç©Ç“Ç©Ç®êØÇ≥Ç‹/shiropika.mp3,86.2,387,4.4893
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LoveSh/LoveSh.mp3,89.29,172,1.9264
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Clover Day's/Clover Day's.mp3,157.86,570,3.6108
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Raison D'etre/Raison D'etre.mp3,125.62,53,0.4219
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Wireless Cosmic/Wireless Cosmic_short.mp3,155.79,260,1.6689
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/äDÇ©Ç‘ÇËïPÇ∂Ç·Ç»Ç≠ÇƒÇ‡/äDÇ©Ç‘ÇËïPÇ∂Ç·Ç»Ç≠ÇƒÇ‡.mp3,118.09,175,1.482
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVE LOVE WARS/LOVE LOVE WARS.mp3,99.84,385,3.8562
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/sprine/sprine.mp3,117.86,316,2.681
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/chilblain/chilblain.mp3,130.44,236,1.8092
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉAÉIÉ]ÉâÉtÉ@ÉCÉeÉBÉìÉO/ÉAÅEÉIÅEÉ]ÅEÉâÅôÇ”ÇüÇ¢ÇƒÇ°ÇÒÇÆ (mp3cut.net).mp3,140.54,610,4.3403
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇ∑ÇÈêXÇÃfaily tale/óˆÇ∑ÇÈêXÇÃfaily tale.mp3,134.45,466,3.4659
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉVÉìÉtÉHÉjÉbÉNÅEÉâÉu/ÉVÉìÉtÉHÉjÉbÉNÅEÉâÉu.mp3,99.34,370,3.7244
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Little My Star/Little My Star.mp3,106.81,459,4.2972
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Scarlet/Scarlet.mp3,91.87,103,1.1211
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVELIVE LOST/LOVELIVE LOST.mp3,143.8,308,2.1418
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉqÉ~ÉcÉmÉ~ÉâÉC/ÉqÉ~ÉcÉmÉ~ÉâÉC.mp3,120.33,354,2.9418
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇæÇ¡ÇƒâƒÇ≈ÇµÇÂÅHÇµÇÂÅI/ÇæÇ¡ÇƒâƒÇ≈ÇµÇÂÅHÇµÇÂÅI.mp3,90.7,558,6.1523
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/START/START.mp3,124.51,201,1.6143
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Aci-L/Aci-L.mp3,147.07,510,3.4678
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ/â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ.mp3,240.05,840,3.4992
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉZÉCÉMÉmÉ`ÉJÉâ/à˙ñÇç~ó’ÉfÉrÉãÅôÉJÅ[ÉjÉoÉã éÂëËâÃÅuÉZÉCÉMÉmÉ`ÉJÉâÅvìÆâÊÉoÅ[ÉWÉáÉì.mp3,108.09,170,1.5728
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/MAYBE ROSY KISS/MAYBE ROSY KISS.mp3,123.1,229,1.8602
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/gogoloveyou/gogoloveyou.mp3,93.64,430,4.5922
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/zuttomiraimo/zuttomiraimo.mp3,132.31,174,1.3151
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/åNÇ…ìÕÇ≠Ç‹Ç≈/sakura.mp3,137.67,151,1.0969
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/guruÅáguru/guruÅáguru.mp3,151.3,441,2.9147
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Symphonic Love All Star/Symphonic Love All Star.mp3,96.76,318,3.2866
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/îÈñßédä_ÇØÇÃApple/îÈñßédä_ÇØÇÃApple.mp3,142.37,449,3.1538
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑Ex/Ç®åZÇøÇ·ÇÒÅAâEéËÇÃégópÇã÷é~ÇµÇ‹Ç∑.mp3,137.61,500,3.6334
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/iÇâÇ´Ç»Ç≥Ç¢/iÇâÇ´Ç»Ç≥Ç¢.mp3,99.58,407,4.0873
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇÃÇœÇ…Ç¡Ç≠ÅôÇÈÅ[Çﬁ/óˆÇÃÇœÇ…Ç¡Ç≠ÅôÇÈÅ[Çﬁ.mp3,138.57,397,2.865
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Happy xx time/Happy xx time.mp3,106.03,493,4.6495
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/VAMPIRE FLOWERS Ex/VAMPIRE FLOWERS.mp3,107.15,38,0.3546
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/koiseyootome/koiseyootome.mp3,89.26,43,0.4817
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Piece of Time/Piece of Time.mp3,133.38,425,3.1864
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ìVãÛÇÃïó/ìVãÛÇÃïó.mp3,89.85,306,3.4057
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆëM„áóê/rensen.mp3,102.77,125,1.2164
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/DebackKyariban/DebackKyariban.mp3,93.62,245,2.6169
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñÈñæÇØÇÃêØãÛ/yoake.mp3,141.89,735,5.1801
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÅıèçÇÃè¨à´ñÇÉâÉîÉäÉBÅ`ÉåÉCÉfÉBÉIÅı/koakuma.mp3,110.65,240,2.1689
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Precious Wing/Precious Wing.mp3,106.11,450,4.2409
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇ≥Ç≠É~ÉâÉC Ex/koisakumirai.mp3,121.36,430,3.543
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/GIB/Wonderful.mp3,98.85,312,3.1564
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Cherry My Heart/Cherry My Heart.mp3,104.1,413,3.9674
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉXÉgÉåÉCÉgÉVÅ[Év/ÉXÉgÉåÉCÉgÉVÅ[Év.mp3,107.73,539,5.0033
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Mo!No!/Mo!No!.mp3,83.59,73,0.8733
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Repeats world/Repeats world.mp3,117.76,373,3.1675
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Dreht_Sich!/BFMOVIE400.mp3,140.07,320,2.2846
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Angel Eyes/Angel Eyes.mp3,92.1,393,4.2673
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/âΩÇ…Ç‡Ç»Ç¢ÅIÇ§ÇΩÅB/âΩÇ…Ç‡Ç»Ç¢ÅIÇ§ÇΩÅB.mp3,133.16,202,1.517
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉIÉÇÉEÉ`ÉJÉâ/ÉIÉÇÉEÉ`ÉJÉâ.mp3,102.4,346,3.3789
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Graceful Anomaly/Graceful Anomaly.mp3,103.05,413,4.0076
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñ≤ÇÃpreparation/preparation.mp3,89.81,398,4.4316
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/êØÇÃÇÊÇ§Ç…Ç»ÇËÇΩÇ¢/êØÇÃÇÊÇ§Ç…Ç»ÇËÇΩÇ¢.mp3,108.64,268,2.4668
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Trickstar/Trickstar.mp3,109.08,290,2.6587
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/euphoria/euphoria.mp3,106.53,462,4.3369
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Steal My Heart/Steal My Heart.mp3,99.03,379,3.8271
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã/ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã.mp3,114.73,258,2.2488
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ageless Love/Ageless Love.mp3,151.88,281,1.8502
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ócèóÇ…Ç»ÇËÇΩÇ¢/ócèóÇ…Ç»ÇËÇΩÇ¢.mp3,124.34,526,4.2302
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/brain analysis/brain analysis.mp3,113.02,187,1.6546
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVEÉRÉìÅ~ÉXÉLÉìÉVÉbÉvÉX/Lovecons.mp3,90.21,283,3.137
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉlÉKÉCÉ~ÉY -KILL-/nekill.mp3,111.05,321,2.8906
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Reconquista/Reconquista.mp3,101.42,459,4.5257
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ityaprincess/ityaprincess.mp3,113.01,211,1.8672
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/karakuri/karakuri.mp3,134.58,386,2.8681
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Snow Wish/Snow Wish.mp3,107.13,262,2.4457
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/grand blue/grand blue.mp3,125.1,504,4.0288
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/É~ÉâÉNÉãÉnÉCÉvÉåÉbÉVÉÉÅ[/miracle.mp3,106.81,321,3.0052
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/good high school/good high school.mp3,105.87,389,3.6742
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇ–óˆÇ”âè Ex/koikoi.mp3,104.23,377,3.6171
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Dear/Dear.mp3,119.86,337,2.8115
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/èâóˆÉÅÉçÉìKiss/èâóˆÉÅÉçÉìKiss.mp3,117.05,512,4.374
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ê¬Ç∆îíÇÃãtï˚å¸/ê¬Ç∆îíÇÃãtï˚å¸.mp3,85.81,182,2.1209
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/NAIAIAI/NAIAIAI.mp3,123.21,369,2.9949
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉNÉçÅ[ÉoÅ[/ÉNÉçÅ[ÉoÅ[.mp3,99.16,444,4.4776
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/(remi)-reduction division-/Red -reduction division-.mp3,120.5,192,1.5933
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Snow Connect/Snow Connect.mp3,102.16,278,2.7211
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç≠ÇÈÇ≠ÇÈÉtÉ@ÉiÉeÉBÉbÉN/KuruKuru Fanatic Demo Movie.mp3,170.07,496,2.9164
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/natsuno_owari/âƒÇÃèI‡ÅÇË_short.mp3,127.29,482,3.7865
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/HEARTBEAT/HEARTBEAT.mp3,147.77,425,2.876
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/é‹îM Pt.2 Long Train Running/syakunetu.mp3,127.54,469,3.6772
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/GHOSTÅ~GRADUATION/GHOSTÅ~GRADUATION.mp3,130.12,349,2.6822
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉÜÉåÉãÉTÉCÉNÉã/ÉÜÉåÉãÉTÉCÉNÉã.mp3,116.13,210,1.8083
ddr_beatmap,/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/STARÅôCARNIVAL/STARCARNIVAL.mp3,114.53,391,3.4138
