file_path,file_name,extension,duration_sec,n_onsets,onsets_per_sec,associated_chart
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Stars Biscuit/Stars Biscuit.mp3,Stars Biscuit.mp3,.mp3,146.09,631,4.3192,Stars Biscuit.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Princess PartyÅ`ê¬ètã÷é~óﬂÅ`/Princess Party.mp3,Princess Party.mp3,.mp3,120.35,231,1.9195,Princess Party.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/thousand/thousand.mp3,thousand.mp3,.mp3,152.53,785,5.1466,thousand.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óÉÇéùÇΩÇ»Ç¢è≠èó/midori.mp3,midori.mp3,.mp3,119.43,488,4.086,midori.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Å„ëæózånÅùÉhÅ[ÉiÉcâªåvâÊÅáÅÕÅá/Å„ëæózånÅùÉhÅ[ÉiÉcâªåvâÊÅáÅÕÅá.mp3,Å„ëæózånÅùÉhÅ[ÉiÉcâªåvâÊÅáÅÕÅá.mp3,.mp3,120.15,524,4.3612,Å„ëæózånÅùÉhÅ[ÉiÉcâªåvâÊÅáÅÕÅá.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇøÇ¡ÇøÇ·ÇÁÇ‘/chichalove_op.mp3,chichalove_op.mp3,.mp3,121.08,434,3.5845,basic.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Link-age/Link-age.mp3,Link-age.mp3,.mp3,147.07,568,3.8621,basic.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉlÉKÉCÉ~ÉY/ÉlÉKÉCÉ~ÉY.mp3,ÉlÉKÉCÉ~ÉY.mp3,.mp3,111.05,321,2.8906,ÉlÉKÉCÉ~ÉY.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/îwêÖîVêw/îwêÖîVêw.mp3,îwêÖîVêw.mp3,.mp3,125.14,205,1.6382,îwêÖîVêw.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Sense 2007/Sense 2007.mp3,Sense 2007.mp3,.mp3,120.69,332,2.7509,Sense 2007.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Hold on me/Hold on me.mp3,Hold on me.mp3,.mp3,95.45,262,2.7449,Hold on me.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/êØÇÃäÌ/Star.mp3,Star.mp3,.mp3,142.37,225,1.5804,Star.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ï∂íU/buntan.mp3,buntan.mp3,.mp3,95.18,450,4.728,buntan.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/éûâJDictionary/sigure.mp3,sigure.mp3,.mp3,124.36,282,2.2677,sigure.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Splash!/Splash!.mp3,Splash!.mp3,.mp3,90.75,185,2.0386,Splash!.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Mirage Lullaby/Mirage Lullaby.mp3,Mirage Lullaby.mp3,.mp3,152.52,520,3.4095,Mirage Lullaby.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉâÉrÉäÉRÅEÉsÉäÉâÉâÅEÉâÉrÉâÉ{ÉâÉgÉäÅ[/rabilabo.mp3,rabilabo.mp3,.mp3,98.65,236,2.3922,rabilabo.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Happy!Puppy!/Happy!Puppy!.mp3,Happy!Puppy!.mp3,.mp3,122.67,449,3.6602,Happy!Puppy!.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/katatinaikioku/katatinaikioku.mp3,katatinaikioku.mp3,.mp3,114.08,380,3.3311,katatinaikioku.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Good-bye crisis feat.Gameloid/Good-bye crisis feat.Gameloid.mp3,Good-bye crisis feat.Gameloid.mp3,.mp3,124.88,84,0.6726,Good-bye crisis feat.Gameloid.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Girlish!!/Girlish!!.mp3,Girlish!!.mp3,.mp3,128.22,312,2.4333,Girlish!!.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ëΩèdã…ìWäJ/tazyuu.mp3,tazyuu.mp3,.mp3,119.73,89,0.7433,tazyuu.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/7th WORLD'S OUT/7th WORLD'S OUT.mp3,7th WORLD'S OUT.mp3,.mp3,112.04,279,2.4902,7th WORLD'S OUT.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/kiminosora_bokunosora/kiminosorabokunosora.mp3,kiminosorabokunosora.mp3,.mp3,98.09,186,1.8962,kiminosorabokunosora.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉhÉâÉ}ÉeÉBÉbÉNÅEÉpÉåÅ[Éh/ÉhÉâÉ}ÉeÉBÉbÉNÅEÉpÉåÅ[Éh .mp3,ÉhÉâÉ}ÉeÉBÉbÉNÅEÉpÉåÅ[Éh .mp3,.mp3,109.97,139,1.264,ÉhÉâÉ}ÉeÉBÉbÉNÅEÉpÉåÅ[Éh.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVE ADVENTURE/LOVE ADVENTURE.mp3,LOVE ADVENTURE.mp3,.mp3,90.84,137,1.5081,LOVE ADVENTURE.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/RockOnYou/RockOnYou.mp3,RockOnYou.mp3,.mp3,140.03,392,2.7994,RockOnYou.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/PeaceÅóPieces/PeaceÅóPieces.mp3,PeaceÅóPieces.mp3,.mp3,109.1,337,3.0889,PeaceÅóPieces.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉRÅ[ÉeÉBÉìÉOÉ`ÉáÉR/choco.mp3,choco.mp3,.mp3,152.69,482,3.1568,choco.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Gracias/Gracias.mp3,Gracias.mp3,.mp3,142.32,83,0.5832,Gracias.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/MAID in blade/MAID in brade.mp3,MAID in brade.mp3,.mp3,105.13,400,3.8048,MAID in brade.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Kaleidoscope Ex/Kaleidoscope.mp3,Kaleidoscope.mp3,.mp3,123.6,309,2.5,Kaleidoscope.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/MA-N-KI-TSU!/MA-N-KI-TSU!.mp3,MA-N-KI-TSU!.mp3,.mp3,111.58,244,2.1867,MA-N-KI-TSU!.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Inperishable Night 2016/Imperishable Night 2006 (2016 Refine).mp3,Imperishable Night 2006 (2016 Refine).mp3,.mp3,134.49,115,0.8551,Imperishable Night 2006 (2016 Refine).ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉpÉgRUNÅIÇΩÇ‹RUNÅI/patoran.mp3,patoran.mp3,.mp3,159.41,342,2.1454,patoran.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉAÉãÉJÉfÉBÉA/arcadia.mp3,arcadia.mp3,.mp3,106.68,325,3.0464,arcadia.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆâÃéæïó!Ç©ÇÈÇΩÉNÉCÅ[ÉìÇ¢ÇÎÇÕ/iroha.mp3,iroha.mp3,.mp3,133.97,575,4.292,iroha.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/SuisaiCandy/SuisaiCandy.mp3,SuisaiCandy.mp3,.mp3,90.46,393,4.3444,SuisaiCandy.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LoveHalation/LoveHalation.mp3,LoveHalation.mp3,.mp3,114.0,174,1.5263,LoveHalation.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/kurorekisi/kurorekisi.mp3,kurorekisi.mp3,.mp3,103.59,174,1.6797,kurorekisi.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Åôì¯êFÉçÉbÉNÉìÉçÅ[ÉãÅÙ/Åôì¯êFÉçÉbÉNÉìÉçÅ[ÉãÅÙ.mp3,Åôì¯êFÉçÉbÉNÉìÉçÅ[ÉãÅÙ.mp3,.mp3,121.98,211,1.7298,Åôì¯êFÉçÉbÉNÉìÉçÅ[ÉãÅÙ.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Begining Moment/Beginning Moment.mp3,Beginning Moment.mp3,.mp3,95.71,319,3.3329,Beginning Moment.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇÁÇ‘ÇÁÇ‘ÅôÇÍÇ⁄ÇÈÅ[ÇµÇÂÇÒÇ»Ç§ÅI/ÇÁÇ‘ÇÁÇ‘ÅôÇÍÇ⁄ÇÈÅ[ÇµÇÂÇÒÇ»Ç§ÅI.ogg,ÇÁÇ‘ÇÁÇ‘ÅôÇÍÇ⁄ÇÈÅ[ÇµÇÂÇÒÇ»Ç§ÅI.ogg,.ogg,92.2,419,4.5444,ÇÁÇ‘ÇÁÇ‘ÅôÇÍÇ⁄ÇÈÅ[ÇµÇÂÇÒÇ»Ç§ÅI.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/èâóˆÉÅÉçÉìKiss Ex/hatsukoi.mp3,hatsukoi.mp3,.mp3,117.05,512,4.374,hatsukoi.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/128Å„e980/128Å„e980.mp3,128Å„e980.mp3,.mp3,117.86,201,1.7053,128Å„e980.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/kiss me kiss to you/kiss me kiss to you.mp3,kiss me kiss to you.mp3,.mp3,100.53,355,3.5312,kiss me kiss to you.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Real/horizont_Real.mp3,horizont_Real.mp3,.mp3,216.87,518,2.3885,horizont_Real.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Dear you/Dear you.mp3,Dear you.mp3,.mp3,137.46,381,2.7718,Dear you.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç†ÇΩÇµÇÁÇµÇ≠ÅI/Ç†ÇΩÇµÇÁÇµÇ≠ÅI.mp3,Ç†ÇΩÇµÇÁÇµÇ≠ÅI.mp3,.mp3,87.76,248,2.8259,Ç†ÇΩÇµÇÁÇµÇ≠ÅI.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇÕÅEÇøÅEÇ€ÅEÇø/ÇÕÅEÇøÅEÇ€ÅEÇø.mp3,ÇÕÅEÇøÅEÇ€ÅEÇø.mp3,.mp3,103.77,118,1.1371,ÇÕÅEÇøÅEÇ€ÅEÇø.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/FairyJoke/FairyJoke.mp3,FairyJoke.mp3,.mp3,118.86,479,4.03,FairyJoke.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/tukisome/tukisome.mp3,tukisome.mp3,.mp3,141.01,712,5.0493,tukisome.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Graceful Anomaly Ex/Graceful Anomaly.mp3,Graceful Anomaly.mp3,.mp3,103.05,413,4.0076,Graceful Anomaly.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/tokinosenka/tokinosenka.mp3,tokinosenka.mp3,.mp3,92.8,364,3.9224,tokinosenka.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Red.by full metal jacket/Red. by full metal jacket.mp3,Red. by full metal jacket.mp3,.mp3,123.66,245,1.9812,Red. by full metal jacket.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/evas/evas.mp3,evas.mp3,.mp3,104.49,326,3.1199,evas.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/otogelove/otogelove.mp3,otogelove.mp3,.mp3,127.92,378,2.9549,otogelove.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉAÉ}ÉIÉg/ÉAÉ}ÉIÉg.mp3,ÉAÉ}ÉIÉg.mp3,.mp3,125.62,377,3.001,ÉAÉ}ÉIÉg.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñÉèèàﬂÅiã‡ï¸ÅjÇÕëÂïœÇ»ÉlÉ^ÉoÉåÇÇﬁÅ[ÇøÇÂÇœÅ[/mu-tyopa-.mp3,mu-tyopa-.mp3,.mp3,121.47,154,1.2678,mu-tyopa-.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ètÇÃózEx/ètÇÃóz.ogg,ètÇÃóz.ogg,.ogg,93.31,356,3.8153,ètÇÃóz.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Aisaika/Aisaika.mp3,Aisaika.mp3,.mp3,100.08,455,4.5466,Aisaika.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/MeltyMoment/MeltyMoment.mp3,MeltyMoment.mp3,.mp3,109.87,261,2.3755,MeltyMoment.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Rolling StarÅôúc/Rolling Star.mp3,Rolling Star.mp3,.mp3,124.92,542,4.3388,Rolling StarÅôúc.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Lilith/Lilith.mp3,Lilith.mp3,.mp3,150.05,470,3.1323,Lilith.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/éûâJDictionary -éûâJDEATH-/sigure.mp3,sigure.mp3,.mp3,124.36,282,2.2677,sigure.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/rockRollEx/rockRollEx.mp3,rockRollEx.mp3,.mp3,121.98,211,1.7298,rockRollEx.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉâÉuÉâÉuÅôà§èÓêÈåæÅI/ÉâÉuÉâÉuÅôà§èÓêÈåæ.ogg,ÉâÉuÉâÉuÅôà§èÓêÈåæ.ogg,.ogg,111.09,303,2.7275,ÉâÉuÉâÉuÅôà§èÓêÈåæ.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Star feat.Gameloid/Star feat.Gameloid.mp3,Star feat.Gameloid.mp3,.mp3,117.88,249,2.1123,Star feat.Gameloid.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/à∫‡£ÇÃñAñóÇ™î@Ç≠/SennoHatou.mp3,SennoHatou.mp3,.mp3,95.01,390,4.1049,SennoHatou.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/franmusicroom/franmusicroom.mp3,franmusicroom.mp3,.mp3,176.76,679,3.8414,franmusicroom.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/íjé›Dictionary/dansyakuDictionary.mp3,dansyakuDictionary.mp3,.mp3,108.19,269,2.4864,dansyakuDictionary.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/â‘ë©/â‘ë©.mp3,â‘ë©.mp3,.mp3,113.58,444,3.9091,â‘ë©.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/èIññÇÃÉtÉâÉNÉ^Éã/èIññÇÃÉtÉâÉNÉ^Éã.mp3,èIññÇÃÉtÉâÉNÉ^Éã.mp3,.mp3,117.03,218,1.8628,èIññÇÃÉtÉâÉNÉ^Éã.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Princess Roki/Princess Roki.mp3,Princess Roki.mp3,.mp3,110.2,280,2.5409,Princess Roki.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉcÉìÉfÉåcafeÇ÷ÇÊÇ§Ç±ÇªÅô/ÉcÉìÉfÉåcafeÇ÷ÇÊÇ§Ç±ÇªÅô.mp3,ÉcÉìÉfÉåcafeÇ÷ÇÊÇ§Ç±ÇªÅô.mp3,.mp3,123.7,328,2.6515,ÉcÉìÉfÉåcafeÇ÷ÇÊÇ§Ç±ÇªÅô.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇÕÇ»É}ÉãÉbÅI Ex/hanademo_01.mp3,hanademo_01.mp3,.mp3,87.04,361,4.1475,ÇÕÇ»É}ÉãÉbÅI.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñ≤Ç…Ç¬Ç¢Çƒ TYPE C/ñ≤Ç…Ç¬Ç¢Çƒ TYPE C.mp3,ñ≤Ç…Ç¬Ç¢Çƒ TYPE C.mp3,.mp3,100.19,118,1.1777,ñ≤Ç…Ç¬Ç¢Çƒ TYPE C.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/In The Ruins/In The Ruins.mp3,In The Ruins.mp3,.mp3,115.16,527,4.5762,In The Ruins.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Focus love/Focus love.mp3,Focus love.mp3,.mp3,97.96,379,3.869,Focus love.sm
"/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Pure Love, True Love/Pure Love, True Love.mp3","Pure Love, True Love.mp3",.mp3,97.83,328,3.3528,"Pure Love, True Love.sm"
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Twinkle Star Sweetie Star/Twinkle Star Sweetie Star.mp3,Twinkle Star Sweetie Star.mp3,.mp3,93.96,372,3.959,Twinkle Star Sweetie Star.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/HEAT-BIT-HIT-BEAT/HEAT-BIT-HIT-BEAT.mp3,HEAT-BIT-HIT-BEAT.mp3,.mp3,122.28,38,0.3108,HEAT-BIT-HIT-BEAT.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ñ≈ñSìVégÅıÇ…Ç±Ç´Ç„Ç¡Ç“ÇÒ/ñ≈ñSìVégÅıÇ…Ç±Ç´Ç„Ç¡Ç“ÇÒ.mp3,ñ≈ñSìVégÅıÇ…Ç±Ç´Ç„Ç¡Ç“ÇÒ.mp3,.mp3,114.3,481,4.2082,ñ≈ñSìVégÅıÇ…Ç±Ç´Ç„Ç¡Ç“ÇÒ.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Mynarco/Mynarco.mp3,Mynarco.mp3,.mp3,107.9,381,3.5311,Mynarco.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Eternal Recurrence/Eternal Recurrence.mp3,Eternal Recurrence.mp3,.mp3,118.07,475,4.0229,Eternal Recurrence.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Ç“Ç©Ç“Ç©Ç®êØÇ≥Ç‹/shiropika.mp3,shiropika.mp3,.mp3,86.2,387,4.4893,Ç“Ç©Ç“Ç©Ç®êØÇ≥Ç‹.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LoveSh/LoveSh.mp3,LoveSh.mp3,.mp3,89.29,172,1.9264,LoveSh.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Clover Day's/Clover Day's.mp3,Clover Day's.mp3,.mp3,157.86,570,3.6108,Clover Day's.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Raison D'etre/Raison D'etre.mp3,Raison D'etre.mp3,.mp3,125.62,53,0.4219,Raison D'etre.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Wireless Cosmic/Wireless Cosmic_short.mp3,Wireless Cosmic_short.mp3,.mp3,155.79,260,1.6689,WirelessCosmic.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/äDÇ©Ç‘ÇËïPÇ∂Ç·Ç»Ç≠ÇƒÇ‡/äDÇ©Ç‘ÇËïPÇ∂Ç·Ç»Ç≠ÇƒÇ‡.mp3,äDÇ©Ç‘ÇËïPÇ∂Ç·Ç»Ç≠ÇƒÇ‡.mp3,.mp3,118.09,175,1.482,äDÇ©Ç‘ÇËïPÇ∂Ç·Ç»Ç≠ÇƒÇ‡.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVE LOVE WARS/LOVE LOVE WARS.mp3,LOVE LOVE WARS.mp3,.mp3,99.84,385,3.8562,LOVE LOVE WARS.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/sprine/sprine.mp3,sprine.mp3,.mp3,117.86,316,2.681,sprine.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/chilblain/chilblain.mp3,chilblain.mp3,.mp3,130.44,236,1.8092,chilblain.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉAÉIÉ]ÉâÉtÉ@ÉCÉeÉBÉìÉO/ÉAÅEÉIÅEÉ]ÅEÉâÅôÇ”ÇüÇ¢ÇƒÇ°ÇÒÇÆ (mp3cut.net).mp3,ÉAÅEÉIÅEÉ]ÅEÉâÅôÇ”ÇüÇ¢ÇƒÇ°ÇÒÇÆ (mp3cut.net).mp3,.mp3,140.54,610,4.3403,ÉAÉIÉ]ÉâÉtÉ@ÉCÉeÉBÉìÉO.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/óˆÇ∑ÇÈêXÇÃfaily tale/óˆÇ∑ÇÈêXÇÃfaily tale.mp3,óˆÇ∑ÇÈêXÇÃfaily tale.mp3,.mp3,134.45,466,3.4659,óˆÇ∑ÇÈêXÇÃfaily tale.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉVÉìÉtÉHÉjÉbÉNÅEÉâÉu/ÉVÉìÉtÉHÉjÉbÉNÅEÉâÉu.mp3,ÉVÉìÉtÉHÉjÉbÉNÅEÉâÉu.mp3,.mp3,99.34,370,3.7244,ÉVÉìÉtÉHÉjÉbÉNÅEÉâÉu.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Little My Star/Little My Star.mp3,Little My Star.mp3,.mp3,106.81,459,4.2972,Little My Star.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Scarlet/Scarlet.mp3,Scarlet.mp3,.mp3,91.87,103,1.1211,Scarlet.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/LOVELIVE LOST/LOVELIVE LOST.mp3,LOVELIVE LOST.mp3,.mp3,143.8,308,2.1418,LOVELIVE LOST.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÉqÉ~ÉcÉmÉ~ÉâÉC/ÉqÉ~ÉcÉmÉ~ÉâÉC.mp3,ÉqÉ~ÉcÉmÉ~ÉâÉC.mp3,.mp3,120.33,354,2.9418,ÉqÉ~ÉcÉmÉ~ÉâÉC.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/ÇæÇ¡ÇƒâƒÇ≈ÇµÇÂÅHÇµÇÂÅI/ÇæÇ¡ÇƒâƒÇ≈ÇµÇÂÅHÇµÇÂÅI.mp3,ÇæÇ¡ÇƒâƒÇ≈ÇµÇÂÅHÇµÇÂÅI.mp3,.mp3,90.7,558,6.1523,ÇæÇ¡ÇƒâƒÇ≈ÇµÇÂÅHÇµÇÂÅI.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/START/START.mp3,START.mp3,.mp3,124.51,201,1.6143,START.ssc
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/Aci-L/Aci-L.mp3,Aci-L.mp3,.mp3,147.07,510,3.4678,Aci-L.sm
/Users/mukeshguntumadugu/LLM_rock/llm_beatmap_generator/src/musicForBeatmap/remi/â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ/â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ.mp3,â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ.mp3,.mp3,240.05,840,3.4992,â‘Ç—ÇÁÇ∆ÇËÇ⁄ÇÒ.ssc
