# ML Generation Strategy,Weighted Multinomial Probability Sampling
# Graph Search Strategy,"Exhaustive Sequence Evaluation (Math computes all 16 states natively, no Beam Search needed)"
# Temperature,1.8
# Top-P,0.9
# Min-P,0.05
# Top-K,None
# Repetition Penalty,"Dynamic Scale Matrix (1.0 + N*0.2, Last-Beat Multiplier 1.1x)"
global_bpm,song_duration_minutes,beat_time_sec,total_onsets_in_beat_slot,onset_detected,selected_step,step_probabilities,final_step_selection,time_taken_sec
117.5,2.37,0.00,2,True,0110,0000-10.0%|0001-15.9%|0010-9.1%|0100-6.8%|1000-3.5%|0011-8.6%|0101-5.4%|0110-18.2%|1001-0.0%|1010-0.0%|1100-0.0%|0111-10.5%|1011-0.0%|1101-4.0%|1110-3.4%|1111-4.4%,0110,2.02
117.5,2.37,43.93,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,44.44,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,44.95,4,True,0110,0000-0.0%|0001-7.1%|0010-0.0%|0100-7.9%|1000-5.5%|0011-2.8%|0101-4.1%|0110-28.2%|1001-0.0%|1010-0.0%|1100-7.4%|0111-12.6%|1011-0.0%|1101-6.6%|1110-8.9%|1111-8.9%,0110,3.80
117.5,2.37,45.46,2,True,0110,0000-3.6%|0001-6.7%|0010-0.0%|0100-8.2%|1000-5.5%|0011-2.7%|0101-6.1%|0110-23.5%|1001-0.0%|1010-0.0%|1100-7.4%|0111-12.1%|1011-0.0%|1101-6.6%|1110-8.7%|1111-8.9%,0110,3.80
117.5,2.37,45.98,4,True,0100,0000-3.5%|0001-9.4%|0010-0.0%|0100-8.0%|1000-5.5%|0011-0.0%|0101-6.0%|0110-21.0%|1001-0.0%|1010-2.8%|1100-7.4%|0111-12.3%|1011-0.0%|1101-6.6%|1110-8.7%|1111-8.9%,0100,3.80
117.5,2.37,46.49,2,True,0110,0000-3.5%|0001-9.2%|0010-0.0%|0100-4.8%|1000-5.4%|0011-2.9%|0101-6.1%|0110-22.9%|1001-0.0%|1010-0.0%|1100-7.2%|0111-12.2%|1011-0.0%|1101-6.3%|1110-11.2%|1111-8.5%,0110,3.80
117.5,2.37,47.00,2,True,0111,0000-4.0%|0001-8.3%|0010-0.0%|0100-5.6%|1000-5.9%|0011-3.2%|0101-5.9%|0110-21.6%|1001-0.0%|1010-0.0%|1100-7.4%|0111-11.1%|1011-0.0%|1101-6.8%|1110-11.9%|1111-8.1%,0111,3.96
117.5,2.37,47.51,4,True,0011,0000-5.8%|0001-8.8%|0010-0.0%|0100-5.9%|1000-5.5%|0011-3.4%|0101-6.2%|0110-24.0%|1001-0.0%|1010-0.0%|1100-7.1%|0111-7.7%|1011-0.0%|1101-6.6%|1110-11.3%|1111-7.9%,0011,3.96
117.5,2.37,48.02,2,True,1000,0000-7.7%|0001-8.8%|0010-0.0%|0100-6.1%|1000-5.6%|0011-0.0%|0101-6.3%|0110-24.0%|1001-0.0%|1010-0.0%|1100-7.0%|0111-9.2%|1011-0.0%|1101-6.6%|1110-11.0%|1111-7.7%,1000,3.96
117.5,2.37,48.53,3,True,0101,0000-9.6%|0001-8.2%|0010-0.0%|0100-6.0%|1000-2.7%|0011-0.0%|0101-6.0%|0110-23.7%|1001-0.0%|1010-2.8%|1100-7.1%|0111-8.9%|1011-0.0%|1101-6.4%|1110-10.9%|1111-7.7%,0101,3.96
117.5,2.37,49.04,2,True,0110,0000-13.7%|0001-9.1%|0010-0.0%|0100-6.8%|1000-3.9%|0011-3.5%|0101-4.6%|0110-23.3%|1001-0.0%|1010-0.0%|1100-5.9%|0111-8.8%|1011-0.0%|1101-6.1%|1110-9.0%|1111-5.5%,0110,4.00
117.5,2.37,49.55,1,True,1111,0000-13.6%|0001-8.9%|0010-0.0%|0100-6.8%|1000-3.8%|0011-3.6%|0101-5.6%|0110-21.8%|1001-0.0%|1010-0.0%|1100-5.9%|0111-9.3%|1011-0.0%|1101-6.1%|1110-9.0%|1111-5.6%,1111,4.00
117.5,2.37,50.06,2,True,0000,0000-14.1%|0001-9.5%|0010-0.0%|0100-6.8%|1000-3.6%|0011-3.6%|0101-5.8%|0110-25.5%|1001-0.0%|1010-2.8%|1100-5.4%|0111-8.7%|1011-0.0%|1101-5.8%|1110-8.3%|1111-0.0%,0000,4.00
117.5,2.37,50.57,3,True,0110,0000-9.1%|0001-8.9%|0010-0.0%|0100-10.0%|1000-3.7%|0011-3.6%|0101-5.9%|0110-26.0%|1001-0.0%|1010-0.0%|1100-5.9%|0111-9.1%|1011-0.0%|1101-6.0%|1110-8.6%|1111-3.4%,0110,4.00
117.5,2.37,51.08,2,True,0111,0000-10.7%|0001-8.3%|0010-0.0%|0100-9.0%|1000-4.0%|0011-0.0%|0101-4.7%|0110-25.2%|1001-0.0%|1010-3.0%|1100-6.1%|0111-9.3%|1011-0.0%|1101-5.4%|1110-10.4%|1111-4.0%,0111,4.23
117.5,2.37,51.59,2,True,0000,0000-11.4%|0001-8.5%|0010-0.0%|0100-9.1%|1000-3.6%|0011-0.0%|0101-4.5%|0110-27.8%|1001-0.0%|1010-2.9%|1100-5.6%|0111-8.4%|1011-0.0%|1101-4.9%|1110-9.5%|1111-3.7%,0000,4.22
117.5,2.37,52.11,2,True,0110,0000-7.4%|0001-8.9%|0010-0.0%|0100-9.2%|1000-3.5%|0011-4.4%|0101-4.8%|0110-28.7%|1001-0.0%|1010-0.0%|1100-5.4%|0111-10.2%|1011-0.0%|1101-4.9%|1110-9.2%|1111-3.7%,0110,4.22
117.5,2.37,52.62,3,True,0000,0000-8.5%|0001-8.3%|0010-0.0%|0100-9.6%|1000-5.5%|0011-4.3%|0101-4.6%|0110-25.4%|1001-0.0%|1010-0.0%|1100-5.6%|0111-10.2%|1011-0.0%|1101-4.9%|1110-9.4%|1111-3.7%,0000,4.23
117.5,2.37,53.13,1,True,1110,0000-5.8%|0001-9.0%|0010-0.0%|0100-8.8%|1000-4.6%|0011-4.3%|0101-7.8%|0110-27.7%|1001-0.0%|1010-0.0%|1100-5.0%|0111-9.6%|1011-0.0%|1101-4.9%|1110-9.2%|1111-3.4%,1110,4.27
117.5,2.37,53.64,1,True,0111,0000-7.3%|0001-9.0%|0010-0.0%|0100-9.3%|1000-4.4%|0011-4.4%|0101-8.0%|0110-30.5%|1001-0.0%|1010-0.0%|1100-4.6%|0111-9.9%|1011-0.0%|1101-4.6%|1110-4.8%|1111-3.2%,0111,4.27
117.5,2.37,54.15,3,True,0111,0000-7.0%|0001-9.0%|0010-0.0%|0100-9.0%|1000-4.1%|0011-4.7%|0101-8.0%|0110-31.8%|1001-0.0%|1010-0.0%|1100-4.5%|0111-6.5%|1011-0.0%|1101-4.6%|1110-5.8%|1111-5.0%,0111,4.27
117.5,2.37,54.66,1,True,0101,0000-9.1%|0001-8.5%|0010-0.0%|0100-9.5%|1000-4.5%|0011-4.4%|0101-7.8%|0110-30.5%|1001-0.0%|1010-0.0%|1100-4.9%|0111-4.5%|1011-0.0%|1101-4.7%|1110-6.2%|1111-5.3%,0101,4.27
117.5,2.37,55.17,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,55.68,3,True,0110,0000-5.6%|0001-10.5%|0010-0.0%|0100-9.7%|1000-4.4%|0011-4.4%|0101-6.9%|0110-29.5%|1001-0.0%|1010-0.0%|1100-4.6%|0111-9.3%|1011-0.0%|1101-4.5%|1110-5.7%|1111-5.0%,0110,4.27
117.5,2.37,56.19,4,True,1110,0000-8.9%|0001-10.7%|0010-0.0%|0100-9.8%|1000-4.1%|0011-4.8%|0101-6.9%|0110-26.4%|1001-0.0%|1010-0.0%|1100-4.4%|0111-9.5%|1011-0.0%|1101-4.4%|1110-5.4%|1111-4.8%,1110,4.27
117.5,2.37,56.70,3,True,0000,0000-8.6%|0001-10.1%|0010-0.0%|0100-9.9%|1000-4.3%|0011-4.5%|0101-6.7%|0110-29.8%|1001-0.0%|1010-0.0%|1100-4.6%|0111-9.2%|1011-0.0%|1101-4.4%|1110-3.0%|1111-4.9%,0000,4.27
117.5,2.37,57.21,3,True,1000,0000-9.2%|0001-12.3%|0010-0.0%|0100-8.8%|1000-4.6%|0011-4.2%|0101-6.6%|0110-33.8%|1001-0.0%|1010-0.0%|1100-3.6%|0111-8.6%|1011-0.0%|1101-4.1%|1110-0.0%|1111-4.3%,1000,4.34
117.5,2.37,57.72,3,True,0110,0000-10.8%|0001-11.9%|0010-0.0%|0100-8.7%|1000-0.0%|0011-4.2%|0101-6.3%|0110-33.9%|1001-0.0%|1010-0.0%|1100-3.4%|0111-8.6%|1011-0.0%|1101-3.8%|1110-4.4%|1111-4.1%,0110,4.34
117.5,2.37,58.24,3,True,0111,0000-10.6%|0001-12.4%|0010-0.0%|0100-8.8%|1000-0.0%|0011-4.4%|0101-6.8%|0110-30.3%|1001-0.0%|1010-0.0%|1100-3.4%|0111-11.4%|1011-0.0%|1101-3.8%|1110-4.2%|1111-4.0%,0111,4.34
117.5,2.37,58.75,4,True,0110,0000-10.2%|0001-11.5%|0010-0.0%|0100-9.1%|1000-0.0%|0011-4.3%|0101-6.6%|0110-31.9%|1001-0.0%|1010-0.0%|1100-3.7%|0111-9.8%|1011-0.0%|1101-4.0%|1110-4.6%|1111-4.3%,0110,4.34
117.5,2.37,59.26,2,True,0011,0000-10.1%|0001-11.2%|0010-0.0%|0100-7.1%|1000-3.9%|0011-3.9%|0101-7.1%|0110-24.7%|1001-0.0%|1010-0.0%|1100-4.3%|0111-10.1%|1011-0.0%|1101-4.7%|1110-6.9%|1111-6.1%,0011,4.45
117.5,2.37,59.77,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,60.28,2,True,0110,0000-9.7%|0001-11.8%|0010-0.0%|0100-8.1%|1000-0.0%|0011-2.7%|0101-7.7%|0110-33.4%|1001-0.0%|1010-0.0%|1100-3.1%|0111-11.2%|1011-0.0%|1101-3.4%|1110-4.5%|1111-4.4%,0110,4.45
117.5,2.37,60.79,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,61.30,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,61.81,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,62.32,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,62.83,1,True,0001,0000-5.3%|0001-11.8%|0010-0.0%|0100-8.6%|1000-4.3%|0011-5.0%|0101-7.3%|0110-28.3%|1001-0.0%|1010-0.0%|1100-3.6%|0111-12.2%|1011-0.0%|1101-3.6%|1110-6.3%|1111-3.7%,0001,4.48
117.5,2.37,63.34,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,63.85,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,64.37,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,64.88,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,65.39,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,65.90,0,False,0000,0000-100.0%|0001-0.0%|0010-0.0%|0100-0.0%|1000-0.0%|0011-0.0%|0101-0.0%|0110-0.0%|1001-0.0%|1010-0.0%|1100-0.0%|0111-0.0%|1011-0.0%|1101-0.0%|1110-0.0%|1111-0.0%,0000,0.00
117.5,2.37,66.41,2,True,0110,0000-4.7%|0001-10.7%|0010-0.0%|0100-7.5%|1000-3.4%|0011-7.1%|0101-5.9%|0110-33.7%|1001-0.0%|1010-0.0%|1100-0.0%|0111-14.4%|1011-0.0%|1101-3.2%|1110-5.9%|1111-3.5%,0110,4.55
117.5,2.37,66.92,3,True,0011,0000-6.9%|0001-10.2%|0010-0.0%|0100-8.1%|1000-3.4%|0011-7.1%|0101-6.1%|0110-30.7%|1001-0.0%|1010-0.0%|1100-0.0%|0111-14.8%|1011-0.0%|1101-3.2%|1110-5.9%|1111-3.5%,0011,4.55
117.5,2.37,67.43,2,True,0111,0000-5.6%|0001-11.5%|0010-0.0%|0100-8.5%|1000-4.4%|0011-3.0%|0101-5.9%|0110-30.8%|1001-0.0%|1010-0.0%|1100-3.0%|0111-13.1%|1011-0.0%|1101-3.2%|1110-6.8%|1111-4.2%,0111,4.62
117.5,2.37,67.94,5,True,1000,0000-7.1%|0001-11.5%|0010-0.0%|0100-8.8%|1000-4.2%|0011-3.9%|0101-6.0%|0110-32.3%|1001-0.0%|1010-0.0%|1100-3.0%|0111-8.9%|1011-0.0%|1101-3.2%|1110-6.9%|1111-4.3%,1000,4.62
117.5,2.37,68.45,3,True,0110,0000-8.8%|0001-11.9%|0010-0.0%|0100-9.1%|1000-0.0%|0011-4.1%|0101-6.2%|0110-32.5%|1001-0.0%|1010-0.0%|1100-3.0%|0111-10.6%|1011-0.0%|1101-3.1%|1110-6.6%|1111-4.2%,0110,4.62
117.5,2.37,68.96,3,True,0101,0000-10.2%|0001-11.3%|0010-0.0%|0100-9.4%|1000-0.0%|0011-3.9%|0101-6.2%|0110-30.0%|1001-0.0%|1010-0.0%|1100-3.2%|0111-10.9%|1011-0.0%|1101-3.3%|1110-7.1%|1111-4.4%,0101,4.62
117.5,2.37,69.47,2,True,0001,0000-13.3%|0001-11.2%|0010-0.0%|0100-8.7%|1000-3.6%|0011-4.9%|0101-3.8%|0110-26.1%|1001-0.0%|1010-0.0%|1100-3.3%|0111-11.0%|1011-0.0%|1101-3.6%|1110-6.4%|1111-4.1%,0001,4.91
117.5,2.37,69.98,2,True,0000,0000-16.7%|0001-6.9%|0010-0.0%|0100-8.7%|1000-3.2%|0011-5.0%|0101-4.7%|0110-27.0%|1001-0.0%|1010-0.0%|1100-3.1%|0111-11.2%|1011-0.0%|1101-3.4%|1110-6.1%|1111-4.0%,0000,4.90
117.5,2.37,70.50,2,True,0111,0000-14.5%|0001-8.1%|0010-0.0%|0100-8.7%|1000-4.0%|0011-4.8%|0101-4.5%|0110-25.7%|1001-0.0%|1010-0.0%|1100-3.7%|0111-10.6%|1011-0.0%|1101-3.9%|1110-7.0%|1111-4.6%,0111,4.90
117.5,2.37,71.01,3,True,0011,0000-15.6%|0001-7.7%|0010-0.0%|0100-9.0%|1000-3.5%|0011-4.8%|0101-4.8%|0110-29.4%|1001-0.0%|1010-0.0%|1100-3.5%|0111-7.1%|1011-0.0%|1101-3.7%|1110-6.6%|1111-4.3%,0011,4.89
117.5,2.37,71.52,2,True,0000,0000-14.3%|0001-10.2%|0010-0.0%|0100-7.9%|1000-4.1%|0011-3.6%|0101-4.6%|0110-27.2%|1001-0.0%|1010-0.0%|1100-4.4%|0111-6.4%|1011-0.0%|1101-4.7%|1110-8.3%|1111-4.3%,0000,4.94
117.5,2.37,72.03,2,True,1000,0000-11.2%|0001-10.7%|0010-0.0%|0100-8.4%|1000-3.3%|0011-4.8%|0101-4.7%|0110-29.1%|1001-0.0%|1010-0.0%|1100-3.9%|0111-8.9%|1011-0.0%|1101-4.1%|1110-7.2%|1111-3.7%,1000,4.93
117.5,2.37,72.54,2,True,0001,0000-12.3%|0001-10.3%|0010-3.0%|0100-8.3%|1000-0.0%|0011-4.7%|0101-4.7%|0110-28.7%|1001-0.0%|1010-0.0%|1100-3.9%|0111-9.0%|1011-0.0%|1101-4.1%|1110-7.2%|1111-3.8%,0001,4.94
117.5,2.37,73.05,2,True,1000,0000-12.4%|0001-6.4%|0010-0.0%|0100-8.9%|1000-3.2%|0011-4.7%|0101-4.9%|0110-32.5%|1001-0.0%|1010-0.0%|1100-3.8%|0111-8.8%|1011-0.0%|1101-3.9%|1110-6.9%|1111-3.6%,1000,4.93
117.5,2.37,73.56,1,True,0110,0000-11.2%|0001-7.1%|0010-2.5%|0100-8.1%|1000-0.0%|0011-4.3%|0101-6.6%|0110-30.6%|1001-0.0%|1010-0.0%|1100-3.7%|0111-9.8%|1011-0.0%|1101-3.8%|1110-7.8%|1111-4.4%,0110,4.99
117.5,2.37,74.07,1,True,0001,0000-12.6%|0001-10.1%|0010-0.0%|0100-8.9%|1000-0.0%|0011-4.7%|0101-7.1%|0110-28.6%|1001-0.0%|1010-0.0%|1100-3.3%|0111-10.5%|1011-0.0%|1101-3.3%|1110-6.8%|1111-4.0%,0001,4.99
117.5,2.37,74.58,1,True,1101,0000-15.0%|0001-6.2%|0010-0.0%|0100-8.7%|1000-0.0%|0011-4.7%|0101-7.1%|0110-30.5%|1001-0.0%|1010-0.0%|1100-3.2%|0111-10.8%|1011-0.0%|1101-3.3%|1110-6.7%|1111-3.9%,1101,4.99
117.5,2.37,75.09,1,True,0111,0000-14.5%|0001-6.7%|0010-2.7%|0100-8.8%|1000-0.0%|0011-4.4%|0101-6.7%|0110-29.2%|1001-0.0%|1010-0.0%|1100-3.3%|0111-13.3%|1011-0.0%|1101-0.0%|1110-6.6%|1111-3.9%,0111,4.99
117.5,2.37,75.60,1,True,0011,0000-14.2%|0001-6.0%|0010-0.0%|0100-7.0%|1000-2.8%|0011-5.9%|0101-5.7%|0110-26.6%|1001-0.0%|1010-0.0%|1100-4.1%|0111-9.0%|1011-0.0%|1101-3.0%|1110-9.5%|1111-6.1%,0011,5.07
117.5,2.37,76.12,1,True,0000,0000-18.0%|0001-6.2%|0010-0.0%|0100-7.1%|1000-0.0%|0011-3.1%|0101-5.8%|0110-28.2%|1001-0.0%|1010-0.0%|1100-3.7%|0111-10.6%|1011-0.0%|1101-2.7%|1110-8.8%|1111-5.8%,0000,5.07
117.5,2.37,76.63,4,True,0111,0000-13.1%|0001-6.2%|0010-0.0%|0100-7.2%|1000-3.6%|0011-4.0%|0101-5.9%|0110-28.1%|1001-0.0%|1010-0.0%|1100-3.8%|0111-10.7%|1011-0.0%|1101-2.8%|1110-8.8%|1111-5.8%,0111,5.07
117.5,2.37,77.14,3,True,1110,0000-14.3%|0001-8.0%|0010-0.0%|0100-7.4%|1000-3.5%|0011-4.0%|0101-5.9%|0110-28.7%|1001-0.0%|1010-0.0%|1100-3.8%|0111-7.0%|1011-0.0%|1101-2.7%|1110-8.9%|1111-5.7%,1110,5.07
117.5,2.37,77.65,3,True,1000,0000-14.1%|0001-9.8%|0010-0.0%|0100-9.0%|1000-6.1%|0011-4.4%|0101-7.0%|0110-25.1%|1001-0.0%|1010-2.6%|1100-3.4%|0111-9.4%|1011-0.0%|1101-0.0%|1110-4.0%|1111-5.2%,1000,5.43
117.5,2.37,78.16,3,True,0110,0000-14.4%|0001-9.9%|0010-2.7%|0100-8.8%|1000-2.8%|0011-4.4%|0101-6.7%|0110-28.2%|1001-0.0%|1010-0.0%|1100-3.3%|0111-9.0%|1011-0.0%|1101-0.0%|1110-4.7%|1111-5.0%,0110,5.43
117.5,2.37,78.67,3,True,0110,0000-14.3%|0001-12.9%|0010-2.7%|0100-9.0%|1000-3.7%|0011-4.5%|0101-7.0%|0110-23.8%|1001-0.0%|1010-0.0%|1100-3.3%|0111-9.3%|1011-0.0%|1101-0.0%|1110-4.6%|1111-5.0%,0110,5.43
117.5,2.37,79.18,2,True,0110,0000-13.8%|0001-12.4%|0010-0.0%|0100-9.2%|1000-3.6%|0011-4.4%|0101-7.1%|0110-22.3%|1001-0.0%|1010-0.0%|1100-3.4%|0111-9.6%|1011-0.0%|1101-4.0%|1110-4.9%|1111-5.3%,0110,5.43
117.5,2.37,79.69,4,True,0111,0000-12.5%|0001-10.8%|0010-0.0%|0100-8.1%|1000-3.6%|0011-4.2%|0101-6.3%|0110-23.3%|1001-0.0%|1010-0.0%|1100-3.9%|0111-11.3%|1011-0.0%|1101-4.5%|1110-5.6%|1111-5.8%,0111,5.44
117.5,2.37,80.20,3,True,0100,0000-13.6%|0001-11.3%|0010-0.0%|0100-8.8%|1000-0.0%|0011-6.7%|0101-6.6%|0110-28.2%|1001-0.0%|1010-0.0%|1100-3.4%|0111-7.7%|1011-0.0%|1101-3.9%|1110-4.7%|1111-5.1%,0100,5.44
117.5,2.37,80.71,3,True,0110,0000-16.8%|0001-11.2%|0010-0.0%|0100-4.9%|1000-0.0%|0011-6.7%|0101-6.6%|0110-27.5%|1001-0.0%|1010-0.0%|1100-3.4%|0111-9.2%|1011-0.0%|1101-3.9%|1110-4.7%|1111-5.1%,0110,5.44
117.5,2.37,81.22,3,True,0110,0000-16.0%|0001-10.5%|0010-0.0%|0100-5.7%|1000-2.9%|0011-6.4%|0101-6.4%|0110-22.4%|1001-0.0%|1010-0.0%|1100-3.6%|0111-11.5%|1011-0.0%|1101-4.2%|1110-5.0%|1111-5.5%,0110,5.44
117.5,2.37,81.73,4,True,0011,0000-13.1%|0001-10.2%|0010-0.0%|0100-4.8%|1000-3.8%|0011-7.3%|0101-5.2%|0110-21.3%|1001-0.0%|1010-0.0%|1100-4.1%|0111-10.5%|1011-0.0%|1101-4.6%|1110-9.1%|1111-6.0%,0011,5.52
117.5,2.37,82.25,3,True,0001,0000-13.2%|0001-10.4%|0010-0.0%|0100-4.9%|1000-5.1%|0011-4.0%|0101-5.2%|0110-24.2%|1001-0.0%|1010-0.0%|1100-3.7%|0111-10.9%|1011-0.0%|1101-4.2%|1110-8.4%|1111-5.7%,0001,5.52
117.5,2.37,82.76,3,True,0110,0000-13.4%|0001-6.2%|0010-0.0%|0100-5.1%|1000-5.2%|0011-5.0%|0101-5.4%|0110-26.8%|1001-0.0%|1010-0.0%|1100-3.8%|0111-11.1%|1011-0.0%|1101-4.2%|1110-8.3%|1111-5.6%,0110,5.52
117.5,2.37,83.27,3,True,1000,0000-13.7%|0001-7.4%|0010-0.0%|0100-5.2%|1000-5.4%|0011-5.0%|0101-5.4%|0110-24.6%|1001-0.0%|1010-0.0%|1100-3.9%|0111-10.9%|1011-0.0%|1101-4.2%|1110-8.6%|1111-5.8%,1000,5.52
117.5,2.37,83.78,3,True,0110,0000-14.8%|0001-8.5%|0010-3.1%|0100-4.6%|1000-0.0%|0011-5.9%|0101-5.6%|0110-25.2%|1001-0.0%|1010-0.0%|1100-3.6%|0111-10.5%|1011-0.0%|1101-4.4%|1110-8.2%|1111-5.6%,0110,5.56
117.5,2.37,84.29,2,True,1110,0000-15.4%|0001-8.6%|0010-3.3%|0100-4.8%|1000-0.0%|0011-6.1%|0101-5.8%|0110-23.0%|1001-0.0%|1010-0.0%|1100-3.1%|0111-14.0%|1011-0.0%|1101-3.8%|1110-7.1%|1111-5.0%,1110,5.56
117.5,2.37,84.80,2,True,0110,0000-15.1%|0001-8.5%|0010-3.3%|0100-7.1%|1000-0.0%|0011-5.9%|0101-5.7%|0110-24.8%|1001-0.0%|1010-0.0%|1100-3.1%|0111-13.9%|1011-0.0%|1101-3.9%|1110-3.8%|1111-4.9%,0110,5.57
117.5,2.37,85.31,3,True,0001,0000-15.1%|0001-8.4%|0010-3.2%|0100-7.3%|1000-0.0%|0011-5.9%|0101-5.9%|0110-22.4%|1001-0.0%|1010-0.0%|1100-3.4%|0111-13.8%|1011-0.0%|1101-4.1%|1110-5.2%|1111-5.3%,0001,5.57
117.5,2.37,85.82,3,True,0100,0000-15.6%|0001-5.9%|0010-0.0%|0100-7.6%|1000-4.2%|0011-5.2%|0101-6.3%|0110-22.9%|1001-0.0%|1010-0.0%|1100-3.6%|0111-12.7%|1011-0.0%|1101-4.2%|1110-6.1%|1111-5.8%,0100,5.60
117.5,2.37,86.33,3,True,0110,0000-16.1%|0001-7.4%|0010-0.0%|0100-4.3%|1000-3.5%|0011-7.6%|0101-6.4%|0110-24.4%|1001-0.0%|1010-0.0%|1100-3.3%|0111-12.8%|1011-0.0%|1101-3.8%|1110-5.3%|1111-5.1%,0110,5.60
117.5,2.37,86.84,3,True,0000,0000-16.2%|0001-9.8%|0010-0.0%|0100-5.5%|1000-3.5%|0011-7.7%|0101-6.5%|0110-20.7%|1001-0.0%|1010-0.0%|1100-3.2%|0111-12.9%|1011-0.0%|1101-3.7%|1110-5.2%|1111-5.1%,0000,5.60
117.5,2.37,87.35,4,True,0011,0000-11.4%|0001-9.5%|0010-0.0%|0100-5.6%|1000-3.7%|0011-7.6%|0101-6.5%|0110-24.2%|1001-0.0%|1010-0.0%|1100-3.4%|0111-13.0%|1011-0.0%|1101-3.9%|1110-5.5%|1111-5.4%,0011,5.60
117.5,2.37,87.86,3,True,0110,0000-12.6%|0001-9.3%|0010-0.0%|0100-5.8%|1000-7.0%|0011-4.8%|0101-6.2%|0110-21.8%|1001-0.0%|1010-0.0%|1100-3.6%|0111-13.1%|1011-0.0%|1101-4.2%|1110-5.9%|1111-5.7%,0110,5.81
117.5,2.37,88.38,1,True,1111,0000-12.9%|0001-9.4%|0010-0.0%|0100-5.9%|1000-6.2%|0011-6.0%|0101-6.4%|0110-21.5%|1001-0.0%|1010-0.0%|1100-3.3%|0111-13.8%|1011-0.0%|1101-3.8%|1110-5.3%|1111-5.4%,1111,5.80
